buildId,arm,step,editFraction,position,replicate,grid,inGrid,isBaselineTree,verdict,outcome,success,lostReason,ftpTampered,testPatchFilesEdited,patchChars,ftpClassesPassed,ftpClassesTotal,ftpClassScore,ftpTestsRun,ftpTestsFailed,ftpTestScore,verifierObjective,regressions,claimedFix,usedMcp,exitCode,budgetExhausted,apiTransportError,usageEventMissing,agentSecondsArena,prewarmSeconds,numTurns,apiSeconds,endContextTokens,inputTokens,outputTokens,cacheCreationTokens,cacheReadTokens,costUsdArena,usdVerdict,toolCalls,readCalls,editCalls,writeCalls,globCalls,grepCalls,bashCalls,execCodeCalls,editsAndWrites,agentTestsRun,agentTestsFail,agentBuildSuccess,baselinePassing,baselineFailing,verifyMavenExit,agentModel
1035678918,mcp,19,0.4,0.7308,5,fraction,True,False,Y=1,solved,1,,False,,37498,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,98444,,,,,,,63,25,1,0,0,0,37,0,1,84,0,True,8,0,0,claude-haiku-4-5
1035439557,mcp,20,,0.7692,1,position,False,False,Y=1,solved,1,,False,,37497,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,303,0,35,75,,199,4921,82788,1937800,0.32779100000000005,,34,15,1,0,0,0,18,0,1,77,0,True,8,0,0,claude-haiku-4-5
1035503905,mcp,20,,0.7692,2,position,False,False,Y=1,solved,1,,False,,37497,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,729,0,38,79,,221,6026,90425,2011906,0.35029485,,37,17,0,0,0,0,20,0,0,84,0,True,8,0,0,claude-haiku-4-5
1035503907,mcp,20,,0.7692,3,position,False,False,Y=1,solved,1,,False,,37497,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,232,0,21,43,,123,3182,42479,910086,0.16586735,,20,6,1,0,0,0,13,0,1,84,0,True,8,0,0,claude-haiku-4-5
1035503909,mcp,20,,0.7692,4,position,False,False,Y=1,solved,1,,False,,37497,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,194,0,16,37,,94,2629,46812,694346,0.1469206,,15,3,1,0,0,0,11,0,1,84,0,True,8,0,0,claude-haiku-4-5
1035503911,mcp,20,,0.7692,5,position,False,False,Y=1,solved,1,,False,,37497,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,289,0,31,61,,178,4355,67285,1664413,0.27822755,,30,11,0,0,0,0,19,0,0,84,0,True,8,0,0,claude-haiku-4-5
1035678920,mcp,24,0.8,0.9231,1,fraction,True,False,Y=1,solved,1,,False,,37288,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1298,0,45,100,93125,255,6731,71565,2926872,0.4217804499999999,0.4218,44,15,1,0,0,0,28,0,1,7,0,True,8,0,0,claude-haiku-4-5
1035678922,mcp,24,0.8,0.9231,2,fraction,True,False,Y=1,solved,1,,False,,37288,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,336,0,15,46,57777,90,2452,36216,574107,0.1207577,0.1208,14,2,1,0,0,0,11,0,1,77,0,True,8,0,0,claude-haiku-4-5
1035678924,mcp,24,0.8,0.9231,3,fraction,True,False,Y=1,solved,1,,False,,37288,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1321,0,47,94,72537,269,6730,149483,2425756,0.46907535,0.4691,44,12,0,0,0,0,32,0,0,84,0,True,8,0,0,claude-haiku-4-5
1035678926,mcp,24,0.8,0.9231,4,fraction,True,False,Y=1,solved,1,,False,,37288,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,479,0,26,77,74929,151,4067,53369,1255933,0.21851755,0.2185,25,7,1,0,0,0,17,0,1,84,0,True,8,0,0,claude-haiku-4-5
1035678928,mcp,24,0.8,0.9231,5,fraction,True,False,Y=1,solved,1,,False,,37288,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,486,0,30,76,65777,173,4578,44213,1364170,0.22047325000000004,0.2205,29,11,1,0,0,0,17,0,1,84,0,True,8,0,0,claude-haiku-4-5
1035503913,none,4,,0.0702,1,position,False,True,Y=0,failed,0,,False,,0,1,5,0.2,71,22,0.6901408450704225,False,0,False,False,-1,False,,True,1800,0,,,,,,,,,,121,30,30,3,0,0,58,0,33,1,1,True,8,0,1,claude-haiku-4-5
1035503915,none,4,,0.0702,2,position,False,True,Y=1,solved,1,,False,src/test/resources/test-data.sql,0,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1112,0,82,241,,451,29334,129307,6546143,0.9690910500000001,,81,26,23,3,0,0,29,0,26,84,0,True,8,0,0,claude-haiku-4-5
1035503917,none,4,,0.0702,3,position,False,True,Y=1,solved,1,,False,,0,5,5,1.0,,,,True,0,False,False,-1,False,,True,1800,0,,,,,,,,,,152,45,34,3,0,0,70,0,37,1,0,True,8,0,-1,claude-haiku-4-5
1035503919,none,4,,0.0702,4,position,False,True,Y=1,solved,1,,False,src/test/resources/test-data.sql,0,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,881,0,82,234,,447,26914,108822,6085405,0.885312,,81,24,26,3,0,0,28,0,29,77,0,True,8,0,0,claude-haiku-4-5
1035503922,none,4,,0.0702,5,position,False,True,Y=1,solved,1,,False,,0,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,,,,,,,,98,29,26,3,0,0,40,0,29,25,0,True,8,0,0,claude-haiku-4-5
1035503924,none,17,0.0,0.2982,1,position,True,False,Y=1,solved,1,,False,,711,5,5,1.0,,,,True,0,True,False,0,False,,False,1001,0,92,241,,508,25354,92990,6267182,0.8759606999999999,,91,26,30,2,0,0,33,0,32,77,0,True,8,0,0,claude-haiku-4-5
1035503926,none,17,0.0,0.2982,2,position,True,False,Y=0,failed,0,,False,,711,2,5,0.4,77,17,0.7792207792207793,False,0,False,False,-1,False,,True,1800,0,,,,,,,,,,116,31,35,2,0,0,48,0,37,32,0,False,8,0,1,claude-haiku-4-5
1035674864,none,17,0.0,0.2982,3,fraction,True,False,Y=0,failed,0,,False,,712,4,5,0.8,77,1,0.987012987012987,False,0,True,False,0,False,,False,1718,0,134,320,134473,727,30477,124915,11431046,1.45808735,1.4581,126,30,24,2,0,0,70,0,26,84,0,False,8,0,1,claude-haiku-4-5
1035503931,none,17,0.0,0.2982,4,position,True,False,Y=1,solved,1,,False,,711,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1016,0,101,250,,547,28003,113044,7172724,1.0048613999999998,,100,29,37,2,0,0,32,0,39,84,0,True,8,0,0,claude-haiku-4-5
1035674866,none,17,0.0,0.2982,5,fraction,True,False,Y=1,solved,1,,False,,712,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1199,0,75,205,108263,407,26632,87071,4967237,0.7448564500000001,0.7449,74,23,23,2,0,0,26,0,25,84,0,True,8,0,0,claude-haiku-4-5
1035503935,none,22,,0.386,1,position,False,False,Y=1,solved,1,,False,,1243,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1249,0,100,258,,541,28201,115277,7177691,1.0091383499999997,,99,28,33,2,0,0,36,0,35,84,0,True,8,0,0,claude-haiku-4-5
1035503937,none,22,,0.386,2,position,False,False,Y=0,failed,0,,False,src/test/resources/test-data.sql,1243,2,5,0.4,,,,False,0,False,False,-1,False,,True,1800,0,,,,,,,,,,113,32,31,3,0,0,47,0,34,32,0,True,8,0,1,claude-haiku-4-5
1035503943,none,22,,0.386,5,position,False,False,Y=1,solved,1,,False,,1243,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,,,,,,,,132,32,37,2,0,0,61,0,39,15,0,True,8,0,0,claude-haiku-4-5
1035678930,none,25,0.2,0.4386,1,fraction,True,False,Y=1,solved,1,,False,,3511,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,115679,,,,,,,115,38,29,3,0,0,45,0,32,23,0,True,8,0,0,claude-haiku-4-5
1035678932,none,25,0.2,0.4386,2,fraction,True,False,,lost,,no-verdict-line,False,,3511,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035939474,none,25,0.2,0.4386,2,fraction,True,False,Y=1,solved,1,,False,,3511,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1067,0,87,184,120254,2169,24008,110694,5673287,0.8336322,0.8336,86,26,25,2,0,0,33,0,27,77,0,True,8,0,0,claude-haiku-4-5
1035678934,none,25,0.2,0.4386,3,fraction,True,False,Y=0,failed,0,,False,src/test/resources/test-data.sql,3511,4,5,0.8,,,,False,0,False,False,-1,False,,True,1800,0,,,136631,,,,,,,119,37,34,2,0,0,46,0,36,77,1,False,8,0,1,claude-haiku-4-5
1035678936,none,25,0.2,0.4386,4,fraction,True,False,Y=1,solved,1,,False,,3511,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1478,0,71,177,115751,3145,20918,101888,4450059,0.6858229,0.6858,70,23,15,2,0,0,30,0,17,77,0,True,8,0,0,claude-haiku-4-5
1035678938,none,25,0.2,0.4386,5,fraction,True,False,Y=1,solved,1,,False,src/test/resources/test-data.sql,3511,5,5,1.0,,,,True,0,False,False,-1,False,,True,1800,0,,,127059,,,,,,,96,30,24,2,0,0,40,0,26,37,0,True,8,0,0,claude-haiku-4-5
1035678940,none,29,0.3,0.5088,1,fraction,True,False,Y=0,failed,0,,False,src/test/resources/test-data.sql,8752,2,5,0.4,77,22,0.7142857142857143,False,0,False,False,-1,False,,True,1800,0,,,161153,,,,,,,96,21,30,1,0,0,44,0,31,84,7,False,8,0,1,claude-haiku-4-5
1035678942,none,29,0.3,0.5088,2,fraction,True,False,Y=1,solved,1,,False,,8752,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1448,0,94,219,113987,494,24664,104426,6526142,0.9126827,0.9127,93,27,25,1,0,0,40,0,26,84,0,True,8,0,0,claude-haiku-4-5
1035678944,none,29,0.3,0.5088,3,fraction,True,False,Y=0,tampered,0,,True,src/test/java/com/sivalabs/ft/features/config/ReleaseApiSecuritySliceTest.java (FAIL_TO_PASS ORACLE),8752,4,5,0.8,,,,False,0,True,False,0,False,,False,997,0,100,255,138581,546,25387,117186,7137791,0.9934696000000003,0.9935,99,28,24,1,0,0,46,0,25,23,0,True,8,0,1,claude-haiku-4-5
1035678946,none,29,0.3,0.5088,4,fraction,True,False,Y=0,tampered,0,,True,src/test/java/com/sivalabs/ft/features/config/ReleaseApiSecuritySliceTest.java (FAIL_TO_PASS ORACLE),8752,2,5,0.4,77,12,0.8441558441558441,False,0,False,False,-1,False,,True,1800,0,,,110785,,,,,,,82,28,19,1,0,0,34,0,20,1,0,False,8,0,1,claude-haiku-4-5
1035679598,none,29,0.3,0.5088,5,fraction,True,False,Y=0,tampered,0,,True,src/test/java/com/sivalabs/ft/features/config/ReleaseApiSecuritySliceTest.java (FAIL_TO_PASS ORACLE),8752,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,124316,,,,,,,102,40,22,1,0,0,39,0,23,77,3,False,8,0,0,claude-haiku-4-5
1035503945,none,31,,0.5439,1,position,False,False,Y=1,solved,1,,False,,12587,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,862,0,78,206,,433,23827,100127,4817665,0.73222025,,77,26,22,0,0,0,29,0,22,77,0,True,8,0,0,claude-haiku-4-5
1035503947,none,31,,0.5439,2,position,False,False,Y=1,solved,1,,False,src/test/resources/test-data.sql,12587,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,975,0,85,246,,468,28392,93764,5906695,0.8560244999999999,,84,33,26,0,0,0,25,0,26,77,0,True,8,0,0,claude-haiku-4-5
1035503949,none,31,,0.5439,3,position,False,False,Y=1,solved,1,,False,src/test/resources/test-data.sql,12587,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1320,0,94,269,,523,31005,115864,7400562,1.0461561999999995,,93,30,25,0,0,0,38,0,25,84,0,True,8,0,0,claude-haiku-4-5
1035503954,none,31,,0.5439,4,position,False,False,Y=1,solved,1,,False,src/test/resources/test-data.sql,12587,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,,,,,,,,100,37,24,0,0,0,39,0,24,23,0,True,8,0,0,claude-haiku-4-5
1035503956,none,31,,0.5439,5,position,False,False,Y=1,solved,1,,False,,12587,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,865,0,73,198,,407,22753,105098,5225305,0.773802,,72,26,19,0,0,0,27,0,19,77,0,True,8,0,0,claude-haiku-4-5
1035679682,none,33,0.4,0.5789,1,fraction,True,False,Y=0,lost,0,,False,,12669,1,5,0.2,77,36,0.5324675324675324,False,0,False,False,1,False,,False,26,0,13,25,0,58,1337,16678,276491,0.06723585,0.0672,12,9,0,0,0,0,3,0,0,,,,8,0,1,claude-haiku-4-5
1035939472,none,33,0.4,0.5789,1,fraction,True,False,Y=1,solved,1,,False,,12669,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,778,0,75,159,105146,421,18818,95588,4891090,0.7088319999999997,0.7088,74,24,18,0,0,0,32,0,18,77,0,True,8,0,0,claude-haiku-4-5
1035679684,none,33,0.4,0.5789,2,fraction,True,False,Y=1,solved,1,,False,,12669,5,5,1.0,77,0,1.0,True,0,False,False,-1,False,,True,1800,0,,,116253,,,,,,,83,25,22,0,0,0,36,0,22,23,0,False,8,0,0,claude-haiku-4-5
1035679686,none,33,0.4,0.5789,3,fraction,True,False,Y=1,solved,1,,False,,12669,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1329,0,71,174,107598,394,18188,98040,4380596,0.6576706,0.6577,70,25,18,1,0,0,26,0,19,77,0,True,8,0,0,claude-haiku-4-5
1035679688,none,33,0.4,0.5789,4,fraction,True,False,Y=1,solved,1,,False,,12669,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,852,0,59,161,107081,329,19023,85652,3665368,0.5747728000000002,0.5748,58,20,20,0,0,0,18,0,20,84,0,True,8,0,0,claude-haiku-4-5
1035679690,none,33,0.4,0.5789,5,fraction,True,False,Y=1,solved,1,,False,,12669,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1564,0,120,274,115302,651,26084,93879,9405239,1.1946706499999997,1.1947,119,33,22,0,0,0,64,0,22,7,0,True,8,0,0,claude-haiku-4-5
1035679692,none,37,0.5,0.6491,1,fraction,True,False,Y=0,failed,0,,False,src/test/resources/test-data.sql,21078,4,5,0.8,,,,False,0,False,False,-1,False,,True,1800,0,,,118737,,,,,,,90,40,17,0,0,0,33,0,17,23,1,False,8,0,1,claude-haiku-4-5
1035679694,none,37,0.5,0.6491,2,fraction,True,False,Y=0,failed,0,,False,,21078,1,5,0.2,,,,False,0,False,False,-1,False,,True,1800,0,,,113420,,,,,,,102,32,13,0,0,0,57,0,13,7,0,True,8,0,137,claude-haiku-4-5
1035679696,none,37,0.5,0.6491,3,fraction,True,False,Y=1,solved,1,,False,,21078,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,831,0,55,165,98840,312,13582,77359,3376074,0.5082601500000001,0.5083,54,19,11,0,0,0,24,0,11,77,0,True,8,0,0,claude-haiku-4-5
1035679698,none,37,0.5,0.6491,4,fraction,True,False,Y=1,solved,1,,False,,21078,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,896,0,73,164,119985,3171,17469,110427,4518749,0.6861466499999997,0.6861,72,25,18,1,0,0,28,0,19,84,0,True,8,0,0,claude-haiku-4-5
1035679700,none,37,0.5,0.6491,5,fraction,True,False,Y=0,failed,0,,False,,21078,4,5,0.8,77,1,0.987012987012987,False,0,True,False,0,False,,False,1255,0,89,208,159434,498,19592,137956,6757770,0.9524020000000002,0.9524,88,32,16,0,0,0,40,0,16,84,0,True,8,0,1,claude-haiku-4-5
1035679702,none,41,0.6,0.7193,1,fraction,True,False,Y=1,solved,1,,False,,22484,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1347,0,64,155,102488,362,15721,80986,4219611,0.6078876000000001,0.6079,63,24,11,0,0,0,28,0,11,84,0,True,8,0,0,claude-haiku-4-5
1035679704,none,41,0.6,0.7193,2,fraction,True,False,Y=1,solved,1,,False,,22484,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1083,0,78,193,125241,435,21904,103740,5188601,0.7642121000000004,0.7642,77,23,26,0,0,0,28,0,26,84,0,True,8,0,0,claude-haiku-4-5
1035679706,none,41,0.6,0.7193,3,fraction,True,False,Y=1,solved,1,,False,,22484,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1428,0,96,253,115620,522,22788,94117,6791720,0.9170072499999997,0.917,95,22,23,0,0,0,50,0,23,77,0,True,8,0,0,claude-haiku-4-5
1035679708,none,41,0.6,0.7193,4,fraction,True,False,Y=1,solved,1,,False,,22484,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1572,0,82,189,104400,450,20064,82899,5112433,0.72135905,0.7214,81,23,17,1,0,0,40,0,18,84,0,True,8,0,0,claude-haiku-4-5
1035679710,none,41,0.6,0.7193,5,fraction,True,False,Y=1,solved,1,,False,src/test/resources/test-data.sql,22484,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,1537,0,80,265,123569,441,26193,114009,5692097,0.8488489500000002,0.8488,79,31,13,1,0,0,34,0,14,70,0,True,8,0,0,claude-haiku-4-5
1035503960,none,43,,0.7544,2,position,False,False,Y=1,solved,1,,False,,24299,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,818,0,74,177,,411,17755,101795,4813042,0.7034559499999997,,73,24,17,0,0,0,32,0,17,84,0,True,8,0,0,claude-haiku-4-5
1035503962,none,43,,0.7544,3,position,False,False,Y=1,solved,1,,False,,24299,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,586,0,53,143,,300,17288,84589,3054931,0.5036963499999999,,52,22,12,0,0,0,18,0,12,84,0,True,8,0,0,claude-haiku-4-5
1035503966,none,43,,0.7544,5,position,False,False,Y=1,solved,1,,False,,24299,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,414,0,53,134,,298,14038,76979,3074399,0.47987364999999993,,52,20,15,0,0,0,16,1,15,84,0,True,8,0,0,claude-haiku-4-5
1035679712,none,45,0.7,0.7895,1,fraction,True,False,Y=1,solved,1,,False,,25972,5,5,1.0,77,0,1.0,True,0,True,False,0,False,,False,850,0,68,154,108298,383,16027,86708,4350450,0.6296700000000001,0.6297,67,28,10,0,0,0,29,0,10,77,0,True,8,0,0,claude-haiku-4-5
